site_id,province,latitude,longitude
ST-2091,Albay,13.14626,123.7517
ST-2704,Bohol,9.65109,123.86659
ST-0244,Metro Manila,14.565,121.0459
ST-2847,Bukidnon,8.1287,125.1278
ST-0295,Metro Manila,14.6067,120.97
ST-2659,Ilocos Norte,18.2515,120.6121
ST-0302,Metro Manila,14.5598,121.01716
ST-2008,Negros Occidental,10.607,123.03949
ST-2373,Davao Del Sur,7.02067,125.49727
ST-2287,South Cotabato,6.11313,125.17332
ST-3018,Agusan Del Sur,8.5049,125.97765
ST-2702,Rizal,14.618,121.1699
ST-1392,Negros Occidental,9.9951,122.81476
ST-2763,Metro Manila,14.5272,121.0101
ST-0356,Batangas,13.84529,121.20614
ST-0378,Metro Manila,14.6231,120.98307
ST-0347,Cavite,14.2833,120.99766
ST-2968,Metro Manila,14.72002,121.062
ST-0065,Metro Manila,14.66282,121.0437
ST-2744,Davao Oriental,6.9015,126.0141
ST-2990,Sarangani,6.1042,125.2867
ST-0381,Metro Manila,14.50447,120.99371
ST-2693,Pangasinan,16.1842,119.8624
ST-0316,Metro Manila,14.61154,121.0362
ST-0339,Batangas,14.07243,120.63227
ST-2758,Pangasinan,16.06913,119.9422
ST-2931,Metro Manila,14.5294,121.0417
ST-0383,Metro Manila,14.62409,121.04929
ST-0332,Metro Manila,14.60068,120.99595
ST-0729,Cavite,14.3762,120.9388
ST-2951,Davao De Oro,7.8241,126.0549
ST-0329,Metro Manila,14.6152,120.98984
ST-0436,Metro Manila,14.5679,120.9894
ST-1363,Metro Manila,14.71921,121.0071
ST-2756,Metro Manila,14.5254,120.9897
ST-2769,Bulacan,14.9423,120.89133
ST-2674,Iloilo,10.7097,122.56653
ST-0379,Zambales,14.8394,120.28393
ST-0696,Metro Manila,14.4834,121.03307
ST-0417,Zambales,14.87782,120.2343
ST-2889,Metro Manila,14.5582,120.988
ST-0387,Rizal,14.49358,121.18026
ST-3201,Laguna,14.2785,121.4164
ST-2831,Bulacan,14.7442,120.97148
ST-0432,Metro Manila,14.57259,120.98488
ST-1971,Metro Manila,14.5847,121.0583
ST-0412,Metro Manila,14.5482,121.01417
ST-0277,Benguet,16.4115,120.5986
ST-2846,South Cotabato,6.0763,125.1163
ST-2828,Misamis Oriental,8.4326,124.2909
ST-0395,Cavite,14.40649,120.9403
ST-2865,Laguna,14.17972,121.24204
ST-2539,Cebu,10.339,123.9537
ST-2963,Metro Manila,14.58029,121.0656
ST-2226,Misamis Oriental,8.47636,124.642
ST-0068,Metro Manila,14.61501,121.06177
ST-0469,Nueva Ecija,15.4236,120.9383
ST-2774,Metro Manila,14.60232,120.98352
ST-0458,Metro Manila,14.58844,120.9849
ST-0205,Metro Manila,14.60167,120.9887
ST-2731,Metro Manila,14.6167,120.9801
ST-2747,South Cotabato,6.1184,125.1611
ST-0158,Metro Manila,14.6046,121.0226
ST-0490,Metro Manila,14.6551,120.98377
ST-2650,Metro Manila,14.4936,121.0418
ST-2784,Nueva Ecija,15.54552,120.76325
ST-3042,Iloilo,11.2256,122.928
ST-0460,Metro Manila,14.61882,121.05355
ST-0236,Metro Manila,14.57593,120.9881
ST-0528,Metro Manila,14.61956,120.98554
ST-0257,Metro Manila,14.6335,121.0978
ST-0452,Metro Manila,14.55829,121.0126
ST-2692,Pangasinan,15.81049,120.47554
ST-4451,Pampanga,14.9371,120.7563
ST-0486,Metro Manila,14.42746,121.0248
ST-2724,Pampanga,14.96024,120.75831
ST-0760,Metro Manila,14.5484,121.0633
ST-2745,Metro Manila,14.61699,120.97621
ST-2638,Cebu,10.37135,123.92437
ST-2482,Metro Manila,14.48426,120.98527
ST-0455,Metro Manila,14.5822,121.061
ST-2743,South Cotabato,6.49752,124.85547
ST-0376,Tarlac,15.4849,120.58676
ST-2604,Laguna,14.20157,121.1311
ST-0534,Metro Manila,14.6096,121.0815
ST-0621,Metro Manila,14.5901,121.095
ST-0968,Ilocos Sur,16.9337,120.4454
ST-2715,Cavite,14.2136,120.96853
ST-2603,Nueva Ecija,15.46973,120.97972
ST-0624,Cavite,14.1183,120.9613
ST-0581,Metro Manila,14.57967,121.0456
ST-4865,Quezon,13.692815,122.173642
ST-2629,Metro Manila,14.5153,120.97995
ST-2725,Bataan,14.85409,120.4733
ST-5339,,0,0
ST-2687,Metro Manila,14.5408,120.9916
ST-4770,,0,0
ST-2786,Bukidnon,7.7647,125.0059
ST-5162,,0,0
ST-5360,,0,0
ST-3543,Metro Manila,14.7428,121.0568
ST-2337,Zambales,14.9288,120.206
ST-2612,Cebu,10.29704,123.88827
ST-2760,Cebu,10.33116,123.90476
ST-2733,South Cotabato,6.22,125.0694
ST-2503,Pampanga,15.12235,120.60023
ST-0679,Metro Manila,14.5199,121.0139
ST-2484,Davao Del Sur,7.1435,125.654
ST-0646,Bulacan,14.9025,120.8483
ST-0506,Metro Manila,14.55367,121.04472
ST-2560,Pangasinan,15.82502,119.90626
ST-0567,Laguna,14.238,121.1334
ST-0688,Bulacan,14.87479,120.79706
ST-2617,Davao Del Sur,7.115,125.6027
ST-2542,Metro Manila,14.59758,121.018
ST-2189,Misamis Oriental,8.4766,124.6457
ST-2345,Metro Manila,14.65696,121.0223
ST-0664,Metro Manila,14.5766,121.01141
ST-3228,Cebu,10.3069,123.9064
ST-2624,Metro Manila,14.56906,121.00105
ST-2590,Misamis Oriental,8.5037,124.60334
ST-2439,Capiz,11.2607,122.67828
ST-2198,Metro Manila,14.5664,121.0343
ST-2595,Albay,13.1387,123.7364
ST-2522,Rizal,14.5943,121.1717
ST-0639,Pangasinan,16.0215,120.23296
ST-0649,Metro Manila,14.57966,121.05653
ST-0706,Metro Manila,14.448,120.9849
ST-2510,Davao Del Sur,7.0513,125.5411
ST-0657,Metro Manila,14.6065,121.0026
ST-0672,Batangas,13.7954,121.0022
ST-0628,Zambales,14.8235,120.2798
ST-0669,Metro Manila,14.7061,121.07343
ST-2454,Rizal,14.61732,121.18424
ST-0618,Metro Manila,14.56692,120.99783
ST-5281,,0,0
ST-1998,Metro Manila,14.7204,121.0283
ST-0645,Metro Manila,14.6567,120.98817
ST-0665,Metro Manila,14.5664,120.9861
ST-0698,Metro Manila,14.64338,120.98
ST-2500,Iloilo,11.5733,123.1346
ST-4341,Metro Manila,14.74244,121.0467
ST-4596,Pampanga,14.88758544,120.5271377
ST-1838,Metro Manila,14.66769,120.96581
ST-0767,Pangasinan,16.0338,120.3311
ST-4897,,0,0
ST-2351,Metro Manila,14.675,120.9887
ST-2549,Rizal,14.747,121.1309
ST-2361,Davao Del Norte,7.5862,125.70762
ST-2530,Davao Del Sur,7.0553,125.5105
ST-2305,Metro Manila,14.69927,120.97872
ST-2599,Capiz,11.5551,122.7937
ST-0758,Metro Manila,14.7087,120.9599
ST-2422,Laguna,14.2424,121.1134
ST-2088,Laguna,14.07068,121.32447
ST-0677,Metro Manila,14.6618,120.96986
ST-0719,Metro Manila,14.7403,121.0255
ST-2448,Davao Del Norte,7.5265,125.62346
ST-0723,Rizal,14.5264,121.1579
ST-2230,Davao Del Sur,7.09803,125.6308
ST-0707,Metro Manila,14.65053,121.1059
ST-1938,Pampanga,15.1767,120.517
ST-0673,Metro Manila,14.5974,120.9764
ST-2310,Davao Del Sur,7.06883,125.61108
ST-2220,Aklan,11.7099,122.3643
ST-2340,Pampanga,15.2942,120.6106
ST-2300,Cavite,14.31348,121.05687
ST-2072,Camarines Sur,13.51247,123.0427
ST-0725,Metro Manila,14.5666,121.07057
ST-2256,Metro Manila,14.53192,121.06934
ST-2211,Metro Manila,14.48926,121.04705
ST-0750,Metro Manila,14.57453,120.98262
ST-0744,Metro Manila,14.59562,121.02813
ST-0712,Metro Manila,14.59833,121.04573
ST-0715,Metro Manila,14.5669,120.99303
ST-4288,Batangas,14.09424,121.0381
ST-1247,Batangas,14.0109,121.1737
ST-2622,Pampanga,15.01759,120.70197
ST-0776,Camarines Sur,13.61928,123.1888
ST-1143,Cebu,10.31854,123.907
ST-0808,Pangasinan,16.02801,120.2698
ST-2508,Metro Manila,14.75907,121.04358
ST-3193,Pampanga,15.1393,120.587
ST-0678,Pampanga,15.2448,120.5637
ST-4664,Metro Manila,14.66151905,121.0350046
ST-2199,Metro Manila,14.7325,121.0128
ST-4281,Bataan,14.44111,120.5006
ST-2451,Metro Manila,14.60891,120.99662
ST-0925,Batangas,14.0199,120.7294
ST-0768,Metro Manila,14.6523,120.94975
ST-2623,Metro Manila,14.6209,121.02203
ST-2368,Davao Del Sur,7.07385,125.51885
ST-2393,Metro Manila,14.73365,121.05231
ST-2481,Rizal,14.57,121.13164
ST-3780,Batangas,13.7607725,120.9277
ST-0824,Batangas,14.10807,121.1413
ST-0898,Pangasinan,15.9281,120.3484
ST-2416,Laguna,14.19422,121.16511
ST-0863,Batangas,14.0835,121.14568
ST-2086,Aklan,11.8163,122.1617
ST-0942,Nueva Ecija,15.7125,120.9046
ST-2505,Misamis Oriental,8.4768,124.6371
ST-5078,,0,0
ST-0751,Metro Manila,14.58962,121.0389
ST-2400,Metro Manila,14.5243,120.9923
ST-2304,Metro Manila,14.68764,120.9647
ST-4168,Batangas,8.113006,123.898553
ST-2442,Metro Manila,14.5704,120.98376
ST-4124,Pampanga,14.97445,120.5258
ST-0818,Quezon,14.1121,121.5594
ST-2561,Metro Manila,14.4354,121.04571
ST-0895,Batangas,13.89818,121.0508
ST-2272,Metro Manila,14.4608,120.9796
ST-5100,,0,0
ST-5292,,0,0
ST-2377,Bulacan,14.81502,121.07229
ST-2404,Metro Manila,14.61184,120.98747
ST-2018,Iloilo,10.6922,122.5834
ST-0961,Tarlac,15.44297,120.7286
ST-2294,Aklan,11.9672,121.9206
ST-2491,Albay,13.45608,123.67976
ST-0749,Metro Manila,14.5398,120.98088
ST-2306,Cavite,14.41522,120.91803
ST-2516,Metro Manila,14.77414,121.0773
ST-0860,Metro Manila,14.60366,120.96622
ST-0835,Metro Manila,14.6239,121.00787
ST-2236,Negros Oriental,9.06324,123.0342
ST-2214,Pangasinan,16.05808,119.86701
ST-1080,Metro Manila,14.39819,121.04553
ST-0911,Batangas,13.9394,120.7316
ST-1670,Rizal,14.58993,121.1822
ST-0939,Bataan,14.769,120.5429
ST-2054,Metro Manila,14.6586,120.9839
ST-2402,Davao Del Sur,7.0948,125.5802
ST-1028,Cebu,10.299,123.8937
ST-0986,Metro Manila,14.6005,120.99058
ST-1957,Cebu,10.3129,123.9167
ST-2024,Metro Manila,14.72229,120.96571
ST-1866,Cavite,14.31262,120.96638
ST-0934,Cebu,10.33,123.8985
ST-2322,Iloilo,11.0006,122.6695
ST-1647,Cavite,14.3105,120.77094
ST-2102,Davao Del Sur,7.09886,125.62537
ST-2115,Metro Manila,14.4651,121.0196
ST-3583,Rizal,14.7182,121.1378
ST-0924,Batangas,13.8798,120.9644
ST-1668,Metro Manila,14.5862,121.0769
ST-2262,Laguna,14.24213,121.1315
ST-0209,Pangasinan,16.04765,120.34232
ST-2381,Rizal,14.5744,121.17081
ST-1090,Cavite,14.39188,120.96762
ST-2242,Metro Manila,14.41115,121.04601
ST-2390,Misamis Oriental,8.5797,124.7702
ST-1099,Rizal,14.624,121.1162
ST-2261,Metro Manila,14.577,120.9898
ST-2151,Rizal,14.7343,121.15916
ST-2131,Metro Manila,14.5652,121.02868
ST-2333,Bulacan,14.907,121.0431
ST-2196,Aklan,11.65139,122.4317
ST-2074,Metro Manila,14.7598,121.02769
ST-1068,Metro Manila,14.5074,121.03557
ST-1033,Nueva Ecija,15.30914,120.907
ST-2299,Cavite,14.39452,120.96528
ST-2298,Cavite,14.44368,120.9239
ST-1044,Laguna,14.1307,121.4359
ST-1036,Laguna,14.3177,121.10558
ST-0451,Metro Manila,14.4185,121.04322
ST-4566,Pangasinan,15.904866,120.3080644
ST-2083,Tarlac,15.62263,120.64774
ST-1008,Batangas,13.7865,121.0693
ST-1921,Metro Manila,14.7102,120.9923
ST-2259,Benguet,16.4105,120.591
ST-5168,,0,0
ST-2303,Batangas,13.7576,121.05792
ST-2110,Metro Manila,14.5336,121.0523
ST-2289,Cavite,14.40821,120.85912
ST-1132,Negros Occidental,10.6523,122.94325
ST-2208,Pangasinan,15.89761,120.673
ST-4843,Tarlac,15.66601,120.55873
ST-1776,Iloilo,11.05457,122.4742
ST-1059,Rizal,14.6825,121.11546
ST-2399,Metro Manila,14.42088,121.0385
ST-1097,Metro Manila,14.629,121.0696
ST-4781,,0,0
ST-5316,,0,0
ST-1155,Camarines Norte,14.1154,122.957
ST-4391,Leyte,11.321758,124.95185
ST-2215,Metro Manila,14.61097,120.98443
ST-2179,Cebu,10.33382,123.89529
ST-1125,Batangas,14.0869,121.17762
ST-1161,Benguet,16.46163,120.58786
ST-1130,Rizal,14.4831,121.187
ST-2255,Metro Manila,14.6268,120.97326
ST-2164,Davao Del Sur,7.0684,125.609
ST-0979,Cavite,14.43731,120.94875
ST-2194,Bukidnon,7.9065,125.0932
ST-2282,Batangas,13.6479,121.21001
ST-1074,Cebu,10.3088,123.891
ST-1179,Pangasinan,15.97583,120.5647
ST-1149,Batangas,13.942,121.1496
ST-0404,Metro Manila,14.56137,120.99432
ST-3769,Leyte,11.109085,125.020761
ST-1312,Pampanga,15.0445,120.6733
ST-0997,Metro Manila,14.43044,121.01514
ST-1172,Cebu,10.51921,124.02657
ST-3491,Metro Manila,14.53736,121.001729
ST-0512,Metro Manila,14.55735,121.0219
ST-2437,Davao Del Norte,7.4469,125.8047
ST-2251,Cavite,14.1361,120.95599
ST-1153,Negros Occidental,10.6405,122.9327
ST-2425,Cebu,9.52137,123.43199
ST-1327,Cavite,14.2241,120.9691
ST-1061,Metro Manila,14.6932,121.02973
ST-3946,Leyte,10.951531,125.028858
ST-1367,Iloilo,10.70124,122.5665
ST-2120,Pangasinan,15.8544,120.4024
ST-0530,Metro Manila,14.55111,121.04584
ST-3028,Metro Manila,14.7053,121.0526
ST-1177,Metro Manila,14.60141,121.0043
ST-2191,Metro Manila,14.6403,120.99193
ST-1106,Quezon,14.0226,121.59477
ST-2170,Davao Del Sur,7.19116,125.64825
ST-1188,Nueva Ecija,15.803,120.9973
ST-2011,Laguna,14.21421,121.16676
ST-0985,Metro Manila,14.63436,121.02307
ST-4078,Leyte,11.018111,124.606284
ST-1238,Metro Manila,14.56403,121.03034
ST-2250,Davao Oriental,6.964,126.0115
ST-1270,Cebu,10.3269,123.9433
ST-1241,Laguna,14.0711,121.3224
ST-2132,Davao Del Norte,7.3086,125.68369
ST-2001,Metro Manila,14.4413,120.99148
ST-1244,Metro Manila,14.6324,121.07392
ST-1239,Metro Manila,14.5977,120.98415
ST-2126,Cavite,14.3671,120.85534
ST-1158,Metro Manila,14.75672,121.0535
ST-3827,Metro Manila,14.618,121.056123
ST-1275,Albay,13.1463,123.7443
ST-1907,Cebu,10.2746,123.85969
ST-2078,Davao Del Sur,7.0535,125.56617
ST-1976,Negros Occidental,10.6726,122.94865
ST-1263,Negros Occidental,10.73811,122.967
ST-1816,Cebu,10.37639,123.95868
ST-3897,Bukidnon,8.05354,125.135246
ST-1335,Metro Manila,14.6668,121.00722
ST-1291,Quezon,13.7466,122.1372
ST-2903,South Cotabato,6.241,125.0897
ST-1890,Cavite,14.44243,120.9034
ST-2090,Cavite,14.3953,120.8608
ST-2814,Pampanga,15.1014,120.6043
ST-1350,Pampanga,15.13669,120.58613
ST-1303,Metro Manila,14.56781,121.02389
ST-1340,Metro Manila,14.5485,121.0109
ST-1386,Rizal,14.5133822,121.163
ST-1304,Cavite,14.2749,120.8711
ST-0212,Batangas,13.8807,120.9158
ST-1325,Metro Manila,14.59779,121.03837
ST-1296,Laguna,14.33617,121.06494
ST-1338,Metro Manila,14.5544,121.0225
ST-1285,Negros Occidental,10.66361,122.94351
ST-1343,Metro Manila,14.5859,121.0633
ST-1260,Metro Manila,14.58063,121.01213
ST-1962,Davao Del Sur,7.0674,125.6057
ST-4980,,0,0
ST-1982,Cavite,14.2598,120.9154
ST-1832,Davao Del Sur,7.0622,125.5915
ST-1877,Capiz,10.8949,122.7048
ST-1924,Laguna,14.17669,121.25334
ST-1384,Metro Manila,14.61317,121.03416
ST-1272,Cebu,10.30388,123.8928
ST-1380,Metro Manila,14.5084,121.06625
ST-1390,Cebu,10.25255,123.94924
ST-1458,Cebu,10.2519,123.86023
ST-1974,Metro Manila,14.63403,121.08642
ST-5029,,0,0
ST-2017,Davao Del Sur,7.08713,125.62366
ST-4794,Laguna,14.199797,121.430388
ST-1563,Albay,13.2406,123.53602
ST-4766,Guimaras,10.66328,122.59015
ST-0782,Metro Manila,14.616,120.97027
ST-1577,Nueva Ecija,15.2502,120.8586
ST-1439,Metro Manila,14.59855,120.9937
ST-1934,Metro Manila,14.7475,121.021
ST-1990,Metro Manila,14.6246,121.01525
ST-1904,Antique,10.7368,121.9519
ST-1692,Iloilo,10.7152,122.5461
ST-1437,Metro Manila,14.55573,120.996
ST-1404,Cavite,14.16952,120.92203
ST-2020,Sorsogon,12.92336,123.6755
ST-1935,Metro Manila,14.5907,121.0015
ST-1562,Batangas,13.8967,120.9047
ST-1843,Cebu,10.3096,123.9015
ST-0823,Pangasinan,16.04679,120.5866
ST-1358,Laguna,14.1378423,121.4168
ST-1991,Metro Manila,14.6704,120.9992
ST-1408,Metro Manila,14.6088,121.00382
ST-1510,Metro Manila,14.5893,121.06922
ST-1549,Laguna,14.069892,121.3106
ST-2009,Batangas,13.94572,121.16188
ST-2257,Davao Del Sur,7.0811,125.5828
ST-1481,Metro Manila,14.59659,120.98975
ST-3182,Isabela,16.9541,121.6701
ST-1490,Metro Manila,14.57511,120.98658
ST-1798,Cebu,10.2492,123.83901
ST-1949,Davao Del Sur,7.063,125.59881
ST-1896,Davao Del Sur,7.07144,125.61028
ST-1970,Metro Manila,14.6391,121.127
ST-1498,Laguna,14.3261,121.0928
ST-1898,Bulacan,14.80761,120.94099
ST-1433,Metro Manila,14.74762,121.03372
ST-1804,Davao Del Sur,7.0707,125.60763
ST-3771,Ilocos Sur,17.293623,120.445366
ST-1429,Zambales,15.2885,120.0239
ST-0504,Metro Manila,14.5764,121.0506
ST-2059,Cebu,10.30763,123.7085
ST-2329,Cebu,10.3132,123.90444
ST-1273,Metro Manila,14.37618,121.04739
ST-4656,Southern Leyte,10.279131,125.137686
ST-1992,Davao Del Sur,7.07849,125.6134
ST-1464,Cebu,10.2947,123.8905
ST-1465,Metro Manila,14.5375,120.9964
ST-1113,Metro Manila,14.45628,121.0358
ST-1360,Metro Manila,14.6867,120.9581
ST-1531,Metro Manila,14.5784,120.99321
ST-1645,Metro Manila,14.7756,121.06117
ST-1892,Iloilo,11.21449,123.1095
ST-1026,Nueva Ecija,15.4446,120.9436
ST-1625,Metro Manila,14.5172,121.0512
ST-1466,Metro Manila,14.6843,120.9873
ST-1897,Davao Del Sur,7.07238,125.614
ST-1428,Zambales,14.7943,120.29126
ST-1610,Bulacan,14.79987,120.92334
ST-1638,Metro Manila,14.7625,121.04371
ST-1381,Metro Manila,14.6022506,120.9854702
ST-1470,Rizal,14.62019,121.10125
ST-1586,Cebu,11.2496,124.0011
ST-1416,Metro Manila,14.58,120.9779
ST-5091,,0,0
ST-1292,Metro Manila,14.688,121.0014
ST-1926,Laguna,14.31548,121.0807
ST-1814,Ilocos Norte,18.20426,120.5986
ST-1671,Iloilo,10.7072,122.5482
ST-1361,Metro Manila,14.6424,121.1219
ST-4068,Pampanga,15.11609,120.5649
ST-0779,Metro Manila,14.6811,121.00985
ST-0533,Pangasinan,16.041,120.34
ST-1701,Iloilo,10.675,122.3757
ST-1544,Metro Manila,14.61361,121.035
ST-4722,Pangasinan,16.07166316,120.4134277
ST-1282,Cebu,10.117,123.5093
ST-1805,Metro Manila,14.7682,121.0816
ST-1731,Batangas,13.8552,120.91681
ST-1607,Metro Manila,14.58207,121.06071
ST-1791,Cavite,14.2904,120.9776
ST-1863,Cebu,10.375,123.96
ST-1760,Cavite,14.3719,120.9383
ST-1524,Cebu,10.2638,123.8413
ST-1955,Negros Oriental,9.30653,123.2987
ST-4360,Cavite,14.22995,120.9709
ST-1546,Metro Manila,14.71436,121.00011
ST-1762,Batangas,13.9442,121.1664
ST-0616,Benguet,16.4083,120.603
ST-4482,Bulacan,8.113006,123.8986
ST-1489,Metro Manila,14.5912,120.97675
ST-4767,,0,0
ST-1389,Negros Occidental,10.1,122.86971
ST-1606,Metro Manila,14.5691,121.0258
ST-1727,Metro Manila,14.62096,121.00951
ST-1656,Metro Manila,14.6103,121.0309
ST-1622,Metro Manila,14.60666,121.02447
ST-1787,Cebu,10.58986,124.0179
ST-1554,Metro Manila,14.5561,121.0502
ST-1722,Metro Manila,14.59805,120.98331
ST-1445,Laguna,14.24354,121.1702
ST-0541,Bulacan,15.1475,120.9798
ST-1684,Ilocos Sur,17.5806,120.3851
ST-5094,,0,0
ST-1597,Metro Manila,14.49229,121.00833
ST-0878,Camarines Sur,13.6154,123.192
ST-0142,Cavite,14.4003,120.85733
ST-1777,Pampanga,15.19164,120.5845
ST-1588,Cebu,10.7275,123.8254
ST-1817,Aklan,11.9556,121.9281
ST-1728,Ilocos Sur,17.7429,120.4582
ST-1533,Camarines Norte,14.1539,122.8297
ST-1613,Metro Manila,14.54167,120.98038
ST-1527,Metro Manila,14.59771,120.97858
ST-2924,Cavite,14.4265,120.9461
ST-1415,Metro Manila,14.55991,121.0122
ST-1640,Cavite,14.34504,120.92472
ST-1634,Metro Manila,14.6093,120.9664
ST-1580,Iloilo,10.8225,122.6107
ST-1609,Pampanga,15.16293,120.59126
ST-1799,Metro Manila,14.5977,120.9715
ST-1683,Laguna,14.20881,121.16083
ST-1815,Aklan,11.928,121.9507
ST-4270,Laguna,14.25931,121.0914
ST-2118,Davao Del Norte,7.44694,125.8024
ST-1394,Negros Occidental,10.90091,123.07045
ST-1726,Metro Manila,14.56324,120.9946
ST-1721,Cavite,14.4805,120.90165
ST-1354,Cavite,14.39003,120.93989
ST-2843,Metro Manila,14.5577,121.0517
ST-3929,Laguna,14.246273,121.37227
ST-1568,Cebu,10.3014,123.8708
ST-1754,Misamis Oriental,8.48322,124.65719
ST-4912,Metro Manila,14.374333,121.048022
ST-1617,Metro Manila,14.645,121.0271
ST-1492,Albay,13.15478,123.75087
ST-4801,,0,0
ST-5167,,0,0
ST-3132,Metro Manila,14.5649,121.0802
ST-1365,Metro Manila,14.6042,121.0493
ST-1406,Laguna,14.2138,121.1514
ST-1764,Metro Manila,14.71915,121.0231
ST-1872,Metro Manila,14.6677,120.98215
ST-1883,Misamis Oriental,8.48631,124.64797
ST-1553,Metro Manila,14.694,121.0552
ST-1614,Iloilo,10.6953,122.5656
ST-1453,Metro Manila,14.5314,120.98772
ST-1923,Laguna,14.2713,121.1233
ST-1632,Metro Manila,14.6533,120.9599
ST-3363,Laguna,14.2732,121.4194
ST-1440,Cavite,14.428,120.8944
ST-1802,Cebu,10.3185,123.9036
ST-1497,Metro Manila,14.55712,121.01549
ST-1420,Metro Manila,14.55204,121.01344
ST-1835,Davao Del Sur,7.06726,125.61206
ST-1831,Rizal,14.5365,121.1501
ST-1611,Metro Manila,14.6329,121.07451
ST-1517,Laguna,14.2798,121.0555
ST-4447,Pangasinan,15.97667,120.6018
ST-1612,Camarines Sur,13.696,123.4822
ST-1463,Cebu,10.2581,123.94846
ST-1819,Metro Manila,14.6,120.988
ST-1736,Cavite,14.3024,120.9559
ST-1501,Metro Manila,14.6047,120.971
ST-1201,Laguna,14.177,121.22156
ST-0582,Metro Manila,14.6023,121.0466
ST-1552,Pampanga,15.16464,120.58343
ST-4092,Metro Manila,14.661514,121.029949
ST-3046,Isabela,16.6879,121.5422
ST-1484,Pangasinan,15.7892,120.29506
ST-3164,South Cotabato,6.4377,124.6738
ST-1861,Metro Manila,14.6274,121.04774
ST-1969,Metro Manila,14.4328,120.9858
ST-3034,Metro Manila,14.61117,120.9876
ST-1608,Cavite,14.3255,121.0665
ST-1899,Metro Manila,14.7408,121.0201
ST-1485,Cavite,14.1442,121.0385
ST-1909,Metro Manila,14.6714,121.01141
ST-1539,Nueva Ecija,15.6419,120.8863
ST-1319,Cavite,14.28019,120.8688
ST-3204,Laguna,14.2065,121.1545
ST-1686,Batangas,13.77549,121.04524
ST-1886,Cebu,9.7638,123.5332
ST-1245,Metro Manila,14.64052,121.0738
ST-1349,Metro Manila,14.63239,121.0952
ST-4907,Batangas,0,0
ST-1284,Negros Occidental,10.6722,122.95159
ST-1979,Benguet,16.39269,120.5794
ST-1222,Metro Manila,14.4449,121.0284
ST-1827,Davao Del Sur,7.0673,125.60998
ST-1317,Metro Manila,14.4413,121.0009
ST-1205,Cebu,10.39918,123.99962
ST-1424,Metro Manila,14.7383,121.05886
ST-1279,Metro Manila,14.5517,121.0142
ST-4869,Metro Manila,14.598384,120.974702
ST-1214,Negros Occidental,10.53784,122.83611
ST-1227,Bulacan,14.7846,121.03032
ST-1388,Cebu,10.20849,123.75806
ST-1868,Negros Oriental,9.32228,123.2994
ST-1356,Quezon,13.9617,121.6094
ST-1491,Metro Manila,14.5628,121.0293
ST-2016,Metro Manila,14.55366,121.0692
ST-1331,Metro Manila,14.60275,121.045
ST-1342,Metro Manila,14.58606,121.05807
ST-1747,Negros Oriental,9.31179,123.30462
ST-4808,,0,0
ST-5233,,0,0
ST-1185,Metro Manila,14.5719,121.05039
ST-4684,Nueva Ecija,15.713649,120.906466
ST-1591,Cebu,10.302,123.9514
ST-4943,Metro Manila,14.598384,120.974702
ST-1322,Cebu,10.33461,123.9407
ST-1180,Metro Manila,14.77671,121.0466
ST-2143,Metro Manila,14.5628,121.02638
ST-2097,Quezon,13.92935,121.61227
ST-1987,Metro Manila,14.5448,121.0671
ST-2038,Metro Manila,14.47,121.04493
ST-2031,Capiz,11.575,122.75376
ST-2119,Davao Del Sur,7.01378,125.49665
ST-4855,,0,0
ST-1189,Nueva Ecija,15.7829,120.9703
ST-1748,Negros Oriental,9.3069,123.3051
ST-1255,Camarines Sur,13.55935,123.3757
ST-3084,Bulacan,14.7637,120.9589
ST-1176,Metro Manila,14.5999,120.98098
ST-1139,Metro Manila,14.45118,120.97983
ST-1948,Metro Manila,14.64561,120.9842
ST-1681,Iloilo,10.7804,122.4658
ST-1233,Metro Manila,14.54726,121.0517
ST-2080,Metro Manila,14.5588,121.0015
ST-2138,Metro Manila,14.6782,121.0823
ST-1209,Cebu,10.3174,123.8852
ST-2070,Metro Manila,14.65403,120.992
ST-2180,Metro Manila,14.53573,120.98815
ST-2147,Rizal,14.58324,121.1146
ST-2246,Davao Del Sur,7.13863,125.64886
ST-1237,Metro Manila,14.60642,121.092
ST-1171,Metro Manila,14.60231,121.01629
ST-1079,Batangas,13.74901,120.94052
ST-2128,Rizal,14.6797,121.1136
ST-3711,Bulacan,14.848487,120.905124
ST-2130,Laguna,14.29634,121.10633
ST-2129,Metro Manila,14.58276,121.06152
ST-1198,Metro Manila,14.60875,120.99397
ST-2169,Pangasinan,15.8234,120.3311
ST-1164,Cebu,11.05123,124.00543
ST-3341,Misamis Oriental,8.6518,124.753
ST-2183,Metro Manila,14.60343,120.9685
ST-1181,Pampanga,15.16978,120.5884
ST-2225,Metro Manila,14.6034,120.98539
ST-1200,Metro Manila,14.5568,121.09732
ST-1135,Quezon,13.95737,122.28892
ST-2082,Benguet,16.4245,120.592
ST-1087,Albay,13.14394,123.72616
ST-2245,Metro Manila,14.58704,121.08864
ST-1018,Camarines Norte,14.1205,122.9486
ST-1159,Metro Manila,14.64818,121.02752
ST-2771,Metro Manila,14.6453,121.05039
ST-0969,Pampanga,15.133,120.5866
ST-1116,Laguna,14.31093,121.06384
ST-3779,Cavite,14.350547,120.797403
ST-1105,Cavite,14.3542,120.9239
ST-1147,Zambales,14.83787,120.2851
