site_id,province,latitude,longitude
ST-1875,Iloilo,11.0024,122.821
ST-2035,Metro Manila,14.63674,121.05283
ST-1887,Iloilo,10.8948,122.705
ST-1940,Benguet,16.4107,120.59912
ST-1115,Ilocos Sur,17.63949,120.40996
ST-5244,,0,0
ST-4272,Misamis Oriental,8.573101,124.441552
ST-4825,Bulacan,14.797168,121.047288
ST-2375,Davao Del Sur,7.06471,125.61412
ST-3146,Metro Manila,14.4987,121.05
ST-3241,Sultan Kudarat,6.6352,124.5972
ST-1021,Cebu,10.3604,123.9156
ST-0605,Cavite,14.4055,120.9773
ST-4633,Metro Manila,14.422776,121.008149
ST-4882,,0,0
ST-1070,Bulacan,14.85423,120.86077
ST-0871,Metro Manila,14.43495,121.0109
ST-2273,Metro Manila,14.5842,121.06165
ST-2052,Metro Manila,14.58161,121.05479
ST-0977,Laguna,14.1732,121.2002
ST-2206,Cebu,10.29874,123.89813
ST-5296,,0,0
ST-4903,,0,0
ST-3142,Cagayan,17.6177,121.7262
ST-2267,Cavite,14.41312,120.84793
ST-0988,Metro Manila,14.60066,120.98009
ST-1708,Metro Manila,14.6391,121.02992
ST-0904,Cavite,14.29396,120.939
ST-0920,Batangas,14.0448,121.1585
ST-3114,Metro Manila,14.56353,121.0145
ST-0965,Laguna,14.4163,121.4464
ST-4777,,0,0
ST-4763,Misamis Oriental,8.477194,124.676439
ST-5011,,0,0
ST-2227,Davao Oriental,6.8831,126.0866
ST-2057,Metro Manila,14.542,121.0668
ST-0976,Batangas,13.9317,121.1139
ST-2073,Metro Manila,14.67504,120.98411
ST-4863,,0,0
ST-4752,Quezon,13.933843,122.088527
ST-0498,Metro Manila,14.5607,121.0297
ST-1537,Cavite,14.1177,120.9643
ST-2870,Metro Manila,14.438,121.009
ST-5309,,0,0
ST-2175,Rizal,14.75294,121.15768
ST-5037,,0,0
ST-1056,Batangas,13.93352,120.8133
ST-3526,Capiz,11.573764,122.748089
ST-0962,Laguna,14.187,121.3356
ST-0941,Quezon,13.9387,121.4895
ST-2065,Metro Manila,14.7302,121.01867
ST-4335,Davao del Sur,7.08838,125.6308
ST-3716,Cagayan,18.195844,121.662445
ST-1020,La Union,16.6364,120.31212
ST-0335,Laguna,14.22799,121.13897
ST-3035,Tarlac,15.6084,120.6044
ST-3111,Cebu,10.2983,123.9819
ST-2178,Cebu,10.3291,123.9068
ST-2408,Cebu,10.3222,123.9319
ST-2691,Davao De Oro,7.7051,125.9904
ST-2195,Cebu,10.386,123.6495
ST-1152,Cebu,10.3031,123.891
ST-1224,Metro Manila,14.5602,121.0246
ST-2380,Sorsogon,12.97227,124.00734
ST-2276,Metro Manila,14.73489,121.06131
ST-2432,Cebu,10.30466,123.91219
ST-4691,Sarangani,6.374924,125.267141
ST-3205,Sarangani,5.8222,125.2053
ST-0948,Cebu,10.3175,123.89394
ST-3813,Metro Manila,14.555715,121.065035
ST-5310,,0,0
ST-1007,Cebu,10.34664,123.94845
ST-0659,Metro Manila,14.64767,121.0456
ST-0929,Laguna,14.1459,121.3146
ST-0890,Batangas,14.00851,121.16557
ST-2315,Metro Manila,14.56449,121.02919
ST-1604,Cavite,14.3018,120.9228
ST-2356,Metro Manila,14.6244,120.9828
ST-2464,La Union,16.63185,120.3169
ST-0809,Cavite,14.3207,120.98459
ST-2100,Metro Manila,14.56209,121.0814
ST-0864,Tarlac,15.48663,120.5895
ST-0825,Quezon,13.9415,121.6133
ST-2863,Misamis Oriental,8.4725,124.6977
ST-0899,Metro Manila,14.5819,120.98625
ST-2384,Metro Manila,14.62841,121.0384
ST-2445,Davao Del Sur,6.7518,125.35538
ST-3024,Metro Manila,14.61185,121.0064
ST-2364,Cavite,14.4014,120.9589
ST-0893,Laguna,14.43556,121.44933
ST-2618,Misamis Oriental,8.48782,124.65119
ST-1486,Metro Manila,14.59096,121.00537
ST-0908,Bataan,14.8677,120.4617
ST-4520,Leyte,10.903916,125.006411
ST-0853,Pangasinan,16.0268,120.7459
ST-3506,Metro Manila,14.580955,121.009765
ST-2360,Cavite,14.4241,120.95
ST-0761,Camarines Sur,13.6294,123.1877
ST-1667,Pampanga,15.0612,120.71926
ST-0783,Bulacan,14.779,120.97446
ST-0851,Quezon,13.8848,122.2601
ST-5131,,0,0
ST-4304,,0,0
ST-0836,Metro Manila,14.6358,121.0292
ST-2339,Metro Manila,14.6046,121.033
ST-2455,Misamis Oriental,8.4896,124.6582
ST-2458,Davao Del Sur,7.12752,125.62019
ST-0894,Laguna,14.3058,121.1022
ST-5417,,0,0
ST-0876,Pampanga,15.2135,120.65922
ST-2388,Pangasinan,16.04181,120.79627
ST-2409,Cebu,10.33985,123.92492
ST-0353,Pampanga,14.9655,120.6338
ST-1989,Albay,13.356,123.7303
ST-0842,La Union,16.5311,120.3929
ST-2363,Rizal,14.57395,121.1248
ST-2447,Metro Manila,14.5546,121.0656
ST-0814,Batangas,14.03943,120.652
ST-3030,Laguna,14.3434,121.0388
ST-3159,Davao Del Norte,7.1371,125.6878
ST-3047,Isabela,16.6929,121.5556
ST-0819,Metro Manila,14.6224,121.0239
ST-0872,Laguna,14.0707,121.303
ST-0651,Bataan,14.6856,120.5392
ST-0690,Metro Manila,14.5534,121.0466
ST-1569,Cebu,10.31778,123.96327
ST-0838,Bataan,14.43416,120.48629
ST-0731,Laguna,14.335,121.0481
ST-0730,Metro Manila,14.55801,121.01002
ST-0643,Metro Manila,14.6573,121.02433
ST-5212,,0,0
ST-0703,Metro Manila,14.5348,121.0494
ST-0796,Pampanga,15.0284,120.694
ST-2405,Metro Manila,14.5546,121.02375
ST-2392,Metro Manila,14.573,121.06386
ST-5261,,0,0
ST-4320,Batangas,13.882709,120.952192
ST-0612,Cavite,14.44084,120.91142
ST-2391,Davao Del Sur,7.0456,125.5341
ST-2520,Pangasinan,16.04555,120.3593
ST-0625,Metro Manila,14.57336,120.98209
ST-2608,Zambales,15.32072,119.9876
ST-1912,Davao Del Sur,7.1102,125.64877
ST-3339,Cavite,14.4197,120.9401
ST-0686,Pampanga,14.91198,120.56493
ST-0670,Metro Manila,14.5697,121.0819
ST-0709,Laguna,14.289,121.09484
ST-0713,Pampanga,15.0682,120.6494
ST-2430,Cebu,10.28995,123.85893
ST-2475,Metro Manila,14.6277,121.01052
ST-0590,Metro Manila,14.56681,121.01247
ST-0720,Metro Manila,14.63792,121.03858
ST-3259,Metro Manila,14.6228,120.9919
ST-0611,Zambales,14.97447,120.15557
ST-5164,,0,0
ST-0640,Pangasinan,16.0664,120.4046
ST-0650,Metro Manila,14.6391,121.00581
ST-0604,Zambales,14.81894,120.2812
ST-0579,Metro Manila,14.69468,120.9701
ST-4879,,0,0
ST-0502,Metro Manila,14.59034,121.0681
ST-2633,Metro Manila,14.67889,121.02538
ST-0641,Metro Manila,14.60647,120.98899
ST-0635,Cavite,14.4282,120.8809
ST-0662,Pangasinan,16.03008,120.22779
ST-2108,Metro Manila,14.54521,121.0659
ST-0632,Metro Manila,14.57946,121.0827
ST-5144,,0,0
ST-0517,Metro Manila,14.51915,121.0176
ST-0500,Metro Manila,14.5996,120.9731
ST-0572,Metro Manila,14.55186,121.0169
ST-2386,Metro Manila,14.4916,120.9916
ST-2459,Capiz,11.34236,122.6716
ST-2123,Pangasinan,15.88897,120.23872
ST-2490,Metro Manila,14.6995,121.06571
ST-2632,Tarlac,15.48924,120.56838
ST-0503,Metro Manila,14.64279,121.0392
ST-2348,Metro Manila,14.56246,121.0988
ST-2275,Sorsogon,12.9758,124.00867
ST-0560,Pampanga,15.031,120.7147
ST-0576,Metro Manila,14.5722,121.0468
ST-0054,Metro Manila,14.38909,121.04475
ST-2417,Bulacan,14.7095,120.9372
ST-0548,Laguna,14.3558,121.0459
ST-1523,Metro Manila,14.56769,121.04693
ST-0510,Metro Manila,14.5593,121.0179
ST-4044,,7.63904,124.72585
ST-0484,Batangas,13.7533,121.0427
ST-1854,Cavite,14.31822,120.97499
ST-0496,Metro Manila,14.56048,121.02055
ST-0478,Metro Manila,14.5717,121.0158
ST-0540,Metro Manila,14.55455,121.04413
ST-0473,Metro Manila,14.6017,121.0022
ST-0562,Nueva Ecija,15.5048,120.976
ST-2531,Zambales,14.85546,120.24439
ST-2441,Cavite,14.1265,120.99756
ST-2732,Cebu,10.31063,123.89616
ST-0549,Metro Manila,14.42364,121.0364
ST-2485,Iloilo,10.7319,122.551
ST-0430,Bataan,14.679,120.5405
ST-0464,Metro Manila,14.5466,121.0615
ST-0431,Zambales,15.3283,119.9744
ST-2546,Metro Manila,14.58409,121.10171
ST-2701,Capiz,11.48143,122.8325
ST-1306,Metro Manila,14.6642,120.99618
ST-0426,Pampanga,15.0783,120.6405
ST-2578,Negros Occidental,10.6687,122.9504
ST-4913,,0,0
ST-0433,Batangas,13.756,121.0563
ST-0439,Benguet,16.4118,120.5989
ST-0444,Laguna,14.1915,121.167
ST-0476,Laguna,14.2185,121.14116
ST-5142,,0,0
ST-4787,,0,0
ST-5421,,0,0
ST-0394,Cavite,14.2744,120.7353
ST-0757,Camarines Sur,13.62315,123.18667
ST-0377,Quezon,13.9356,121.61322
ST-0415,Cavite,14.1253,120.9071
ST-0390,Metro Manila,14.54936,121.0456
ST-2810,Metro Manila,14.6203,121.0573
ST-2698,Cebu,10.4545,124.0133
ST-0380,Metro Manila,14.4566,120.99439
ST-3168,Metro Manila,14.6283,121.0547
ST-2790,Misamis Oriental,8.825,125.10529
ST-0354,Zambales,14.8269,120.2836
ST-2804,Pampanga,15.05366,120.71132
ST-0427,Nueva Ecija,15.5849,120.9198
ST-0368,Benguet,16.4155,120.58922
ST-3009,Oriental Mindoro,13.4997,120.9545
ST-0357,Cavite,14.39173,120.8524
ST-0372,Metro Manila,14.5073,121.0007
ST-0004,Metro Manila,14.60039,120.9993
ST-5171,,0,0
ST-0352,Metro Manila,14.52903,120.9939
ST-2710,Negros Oriental,9.6779,123.14772
ST-5266,,0,0
ST-2349,Metro Manila,14.60619,120.98778
ST-0345,Bulacan,14.9548,120.9013
ST-1775,Cebu,10.27874,123.85465
ST-0371,Pangasinan,16.0457,120.3435
ST-5415,,0,0
ST-2709,Batangas,13.79709,121.07059
ST-4961,,0,0
ST-3512,Isabela,16.882184,121.588863
ST-3019,Pangasinan,16.1574,120.5221
ST-1332,Metro Manila,14.66305,120.94544
ST-0241,Metro Manila,14.62156,121.02395
ST-0196,Pangasinan,15.97239,120.5714
ST-0307,Metro Manila,14.5581,121.01958
ST-0218,Rizal,14.5592,121.1361
ST-4774,,0,0
ST-5354,,0,0
ST-0278,Metro Manila,14.561,121.0256
ST-0216,Metro Manila,14.5304,120.99691
ST-0303,Metro Manila,14.5552,121.0212
ST-0195,Metro Manila,14.5712,121.0526
ST-5284,,0,0
ST-3646,Cavite,14.445846,120.908466
ST-3740,Nueva Vizcaya,16.484576,121.135714
ST-5427,,0,0
ST-0321,Metro Manila,14.5533,120.99184
ST-5451,,0,0
ST-0180,Batangas,13.75586,121.05855
ST-2957,La Union,16.65665,120.32105
ST-0262,Metro Manila,14.57605,120.9886
ST-2762,Laguna,14.2208,121.09775
ST-1958,Aklan,11.63921,122.3347
ST-2913,La Union,16.43175,120.34498
ST-2860,Cebu,9.9998,123.4114
ST-0256,Metro Manila,14.63571,121.09455
ST-0194,Rizal,14.52361,121.153
ST-2934,Metro Manila,14.61547,120.99259
ST-0187,Metro Manila,14.5634,121.02935
ST-0175,Metro Manila,14.65694,120.98556
ST-0093,Bulacan,14.73716,120.96099
ST-2901,Rizal,14.57438,121.1768
ST-2881,Metro Manila,14.6404,121.0356
ST-1397,Cebu,10.31422,123.9055
ST-2591,Camarines Norte,14.11753,122.95545
ST-0097,Cavite,14.4796,120.89799
ST-5158,,0,0
ST-2938,Metro Manila,14.564,121.0461
ST-5232,,0,0
ST-0059,Metro Manila,14.53726,121.0015
ST-3373,Cebu,11.0784,123.9369
ST-2626,Batangas,13.93456,121.1651
ST-5382,,0,0
ST-4989,,0,0
ST-0122,Metro Manila,14.44446,120.99357
ST-4276,Laguna,14.252992,121.387747
ST-3785,Laguna,14.227886,121.048743
ST-0012,Metro Manila,14.633,121.02007
ST-4995,,0,0
ST-4240,Rizal,14.714973,121.136031
ST-1382,Pangasinan,15.89412,120.63062
ST-5448,,0,0
ST-5326,,0,0
ST-2998,Metro Manila,14.5279,120.9881
ST-0868,Metro Manila,14.4977,121.0129
ST-0063,Metro Manila,14.565,121.0453
ST-2662,Laguna,14.3594,121.0421
ST-0020,Metro Manila,14.57281,121.04715
ST-2946,Rizal,14.5616,121.134
ST-4184,Laguna,14.317927,121.098271
ST-0007,Metro Manila,14.5992,120.98406
ST-3014,Metro Manila,14.626,121.0485
ST-2173,Metro Manila,14.696,120.9881
ST-0067,Metro Manila,14.67715,121.03237
ST-3144,North Cotabato,7.1116,124.8304
ST-0035,Metro Manila,14.56101,121.0767
ST-3578,Metro Manila,14.53192,121.024037
ST-2974,Bulacan,14.8261,120.9812
ST-2720,Cebu,10.3212,123.8992
ST-2898,Batangas,14.12252,121.13945
ST-0017,Metro Manila,14.554,120.9978
ST-2956,Bukidnon,8.36756,124.8652
ST-3021,Metro Manila,14.6131,120.9919
ST-3025,Metro Manila,14.5534,121.0548
ST-2967,Metro Manila,14.4628,120.969
ST-3357,Laguna,14.268,121.1267
ST-3208,Quezon,13.93845,121.6134
ST-3184,Metro Manila,14.6219,121.0928
ST-3107,Cavite,14.2942,120.8664
ST-2270,Pampanga,15.1396,120.5907
ST-3143,Agusan Del Sur,8.7136,125.7568
ST-3207,Surigao Del Norte,9.7816,125.4859
ST-2824,Metro Manila,14.5453,121.0527
ST-3177,Laguna,14.1876,121.1702
ST-2949,Metro Manila,14.6135,120.9968
ST-2992,Oriental Mindoro,13.5201,120.976
ST-3219,Metro Manila,14.5459,121.0009
ST-3554,Negros Occidental,9.982101,122.73856
ST-3105,Rizal,14.54,121.1469
ST-1715,Cebu,10.2937,123.907
ST-3331,Agusan Del Norte,8.9467,125.5407
ST-1993,Davao Del Sur,7.084,125.611
ST-0403,Cavite,14.1238,120.9907
ST-2948,Bulacan,14.7717,120.9401
ST-3599,Bulacan,14.766046,120.97081
ST-0375,Metro Manila,14.52541,121.0118
ST-0747,Metro Manila,14.59224,120.97797
ST-2953,Aurora,15.3877,121.3915
ST-3492,Surigao del Norte,9.8141,125.4551
ST-2235,Metro Manila,14.55228,121.09847
ST-2856,Metro Manila,14.5661,121.0778
ST-0880,Cavite,14.1378,120.8562
ST-0887,Zambales,14.9483,120.089
ST-0296,Metro Manila,14.56466,121.03806
ST-1543,Metro Manila,14.6073,120.9839
ST-5070,,0,0
ST-0928,Pampanga,15.14889,120.769
ST-1168,Metro Manila,14.56175,121.02256
ST-0248,Metro Manila,14.5583,121.08298
ST-1167,Metro Manila,14.65778,120.9711
ST-1842,Metro Manila,14.6722,120.9351
ST-5017,,0,0
ST-0724,Metro Manila,14.56653,120.99359
ST-0555,Metro Manila,14.5759,121.08479
ST-1333,Albay,13.16989,123.75174
ST-1679,Negros Occidental,10.63109,122.9765
ST-5238,,0,0
ST-1812,Negros Oriental,9.3174,123.3033
ST-1620,Metro Manila,14.6507,121.01789
ST-1729,Iloilo,10.7624,122.578
ST-1682,Metro Manila,14.60338,120.99299
ST-1526,Metro Manila,14.57204,120.98376
ST-2544,Metro Manila,14.7349,121.0553
ST-3472,Metro Manila,14.564698,121.015102
ST-1972,Metro Manila,14.6328,121.00162
ST-1221,Laguna,14.47016,121.42355
ST-1749,Negros Oriental,9.30074,123.2974
ST-2021,Ilocos Sur,17.68573,120.42553
ST-5153,,0,0
ST-2424,Iloilo,10.72402,122.55842
ST-1699,Nueva Ecija,15.6324,121.1447
ST-5456,,0,0
ST-5399,,0,0
ST-1576,Nueva Ecija,15.34858,121.04552
ST-5050,,0,0
ST-1603,Metro Manila,14.6106,120.9963
ST-2941,Pampanga,15.1358,120.5919
ST-1371,Iloilo,10.71031,122.5704
ST-1395,Metro Manila,14.62792,121.06343
ST-1410,Cavite,14.1026,120.9417
ST-1615,Cebu,10.30223,123.90631
ST-1417,Metro Manila,14.57601,121.034
ST-1680,Iloilo,10.9445,122.6358
ST-1707,Cavite,14.303,120.9043
ST-1706,Ilocos Sur,17.4182,120.4738
ST-2047,Metro Manila,14.6639,121.0221
ST-1735,Metro Manila,14.60338,121.01675
ST-5143,,0,0
ST-1767,Metro Manila,14.6084,121.0707
ST-5377,,0,0
ST-0003,Metro Manila,14.54623,120.99398
ST-0770,Metro Manila,14.58906,120.98236
ST-1529,Metro Manila,14.6011,121.02
ST-2908,Laguna,14.3241,121.11232
ST-0952,Rizal,14.71511,121.13625
ST-2321,Metro Manila,14.5723,121.08811
ST-1856,Nueva Ecija,15.79409,120.98915
ST-2871,Metro Manila,14.5379,120.9997
ST-3517,Leyte,10.915,124.6966
ST-0076,Metro Manila,14.5662,121.07604
ST-0102,Metro Manila,14.63198,120.9803
ST-2878,Cebu,9.56925,123.31327
ST-0116,Cavite,14.4155,120.8556
ST-4551,Metro Manila,14.65840592,121.0566751
ST-3091,Pampanga,15.1266,120.6719
ST-0118,Cavite,14.2838,120.9992
ST-4129,,15.117352,120.592028
ST-0086,Metro Manila,14.61671,120.9829
ST-1203,Cebu,10.3204,123.9671
ST-0888,La Union,16.6065,120.31752
ST-2915,Aurora,15.7595,121.5669
ST-0126,Rizal,14.57697,121.1169
ST-2922,Cavite,14.39746,120.8679
ST-0192,Laguna,14.1853,121.1368
ST-0066,Metro Manila,14.5789,120.97949
ST-3162,Metro Manila,14.55,121.0063
ST-1500,Metro Manila,14.7722,121.05511
ST-2839,South Cotabato,6.3338,124.9503
ST-2203,Pampanga,15.1461,120.7672
ST-2969,Metro Manila,14.57818,121.0511
ST-0119,Laguna,14.33313,121.08183
ST-2563,Metro Manila,14.6073,120.9929
ST-1038,Quezon,13.9602,121.6169
ST-0401,Metro Manila,14.55768,121.0233
ST-2738,Cebu,10.31282,123.90545
ST-2682,Metro Manila,14.5736,120.9896
ST-2717,Metro Manila,14.43687,121.0503
ST-1964,Rizal,14.5767,121.14311
ST-0198,Metro Manila,14.6445,121.05
ST-0153,Metro Manila,14.57867,121.00025
ST-5205,,0,0
ST-0292,Batangas,13.76373,121.05871
ST-1927,Pampanga,15.03857,120.78975
ST-2660,Cavite,14.2886,121.0022
ST-0155,Metro Manila,14.57373,121.00371
ST-2827,Agusan Del Norte,8.9476,125.5421
ST-1077,Metro Manila,14.5665,121.03113
ST-0228,Bulacan,14.7977,120.92912
ST-0318,Metro Manila,14.57979,121.05959
ST-0617,Pampanga,15.1661,120.5693
ST-4259,Pampanga,15.08458,120.6549
ST-0308,Metro Manila,14.449,120.98319
ST-0407,Benguet,16.41393,120.59406
ST-4892,,0,0
ST-5012,,0,0
ST-2521,Tarlac,15.2723,120.5669
ST-1293,Cavite,14.42507,120.87274
ST-5071,,0,0
ST-3556,Cavite,14.4242,120.868
ST-1419,Metro Manila,14.65817,120.95151
ST-5046,,0,0
ST-4899,,0,0
ST-0457,Metro Manila,14.46572,121.0172
ST-1981,Metro Manila,14.65375,121.0539
ST-0479,Metro Manila,14.7191,120.98436
ST-4273,Lanao Del Norte,8.15941,123.9589
ST-1166,Metro Manila,14.6199,121.01774
ST-0441,Bulacan,14.8632,120.807
ST-0492,Metro Manila,14.58237,120.98428
ST-0577,Laguna,14.2496,121.0634
ST-0546,Metro Manila,14.5743,121.04089
ST-0547,Metro Manila,14.513,120.992
ST-0869,Metro Manila,14.56094,121.02415
ST-0010,Metro Manila,14.65708,121.0192
ST-1257,Metro Manila,14.62251,121.0552
ST-4602,Pampanga,15.04006,120.679
ST-1478,Negros Occidental,10.482,123.4198
ST-3622,Laguna,14.211938,121.114614
ST-1182,Negros Occidental,10.65867,122.94847
ST-0658,Metro Manila,14.62222,121.08349
ST-5405,,0,0
ST-5479,,0,0
ST-3194,Batangas,14.0676,120.6284
ST-2403,Rizal,14.48568,121.22917
ST-1783,Metro Manila,14.5613,121.07752
ST-1781,Pampanga,15.0737,120.75749
ST-0741,Metro Manila,14.60208,120.99277
ST-0886,Camarines Sur,13.69365,123.0599
ST-4232,Metro Manila,14.59183,120.9996
ST-1959,Davao Del Sur,7.07653,125.61602
ST-5089,,0,0
ST-1785,Metro Manila,14.5666,121.0286
ST-4265,Cebu,10.822721,123.869809
ST-5189,,0,0
ST-0822,Cavite,14.42528,120.94362
ST-2643,Cebu,10.30785,124.01497
ST-2084,Misamis Oriental,8.4841,124.6516
ST-3815,Laguna,14.077452,121.323444
ST-0753,Tarlac,15.4886,120.5894
ST-4954,,0,0
ST-0884,Metro Manila,14.60706,120.99022
ST-2367,Metro Manila,14.5498,121.00044
ST-4040,Cavite,14.33594,120.8818
ST-3696,Bulacan,14.955126,120.911096
ST-2274,Metro Manila,14.65692,121.02759
ST-4286,Pampanga,15.2195,120.6888
ST-0901,Cavite,14.3865,120.88
ST-3361,Batangas,13.8876,120.9112
ST-5256,,0,0
ST-3643,Cavite,14.263162,121.006451
ST-3685,Metro Manila,14.660295,121.118994
ST-1593,Cebu,10.3472,123.9279
ST-3647,Cavite,14.373504,120.979971
ST-2427,Davao Del Sur,7.0683,125.603
ST-3570,Cavite,14.394349,120.9413
ST-0495,Metro Manila,14.5854,121.049
ST-4306,Lanao Del Norte,8.022739,123.7839
ST-4116,Metro Manila,14.6313,120.967941
ST-0766,Metro Manila,14.6382,121.042
ST-4132,Cebu,10.282714,123.965088
ST-1114,Ilocos Sur,17.08101,120.45736
ST-3644,Cavite,14.40283,120.993816
ST-3000,Quezon,13.959973,121.634173
ST-1119,Metro Manila,14.57069,121.06634
ST-3718,Bulacan,14.919746,120.88607
ST-4487,Leyte,11.210535,124.390531
ST-1251,Metro Manila,14.42028,121.04574
ST-1086,Metro Manila,14.5294,120.9886
ST-1218,Cebu,10.26339,123.83951
ST-1985,Metro Manila,14.5615,121.09417
ST-3616,Bataan,14.446025,120.502073
ST-1299,Batangas,13.94782,121.15652
ST-3816,Pampanga,15.117332,120.602511
ST-1145,Metro Manila,14.6518,120.98001
ST-1058,Cavite,14.22371,120.97346
ST-1232,Metro Manila,14.5755,120.9902
ST-4698,Metro Manila,14.646818,120.994733
ST-0106,Metro Manila,14.67868,120.98003
ST-3801,Bataan,14.699201,120.516038
ST-1352,Metro Manila,14.48992,121.01838
ST-1596,Laguna,14.21339,121.11141
ST-0866,Quezon,13.9205,122.0992
ST-3756,Bataan,14.558002,120.589237
ST-3379,Metro Manila,14.6750693,121.0434
ST-1765,Metro Manila,14.57558,121.01653
ST-0956,Pampanga,15.09279,120.82753
ST-1499,Cebu,10.29637,123.89241
ST-3149,Davao Del Sur,6.5958,125.3451
ST-0300,Metro Manila,14.5595,121.0162
ST-0913,Laguna,14.2657,121.4263
ST-3738,Bukidnon,7.725517,125.103946
ST-1336,Metro Manila,14.60487,120.98808
ST-0906,Metro Manila,14.529,120.9916
ST-3678,Sorsogon,12.704916,124.030062
ST-5240,,0,0
ST-1512,Laguna,14.30581,121.08233
ST-0902,Metro Manila,14.71986,121.01504
ST-3346,Cavite,14.3079,121.0151
ST-0900,Quezon,13.5954,122.3232
ST-3714,Davao del Norte,7.4498517,125.8120122
ST-1266,Cebu,9.9395,123.39407
ST-0697,Pangasinan,15.80969,120.4573
ST-0271,Metro Manila,14.5818,121.05345
ST-0815,Laguna,14.2446,121.3691
ST-1267,Cebu,10.10328,123.64006
ST-4958,,0,0
ST-2419,La Union,16.85257,120.3776
ST-3229,Cebu,10.1266,123.5811
ST-5081,,0,0
ST-5422,,0,0
ST-0845,Bulacan,14.8823,120.8663
ST-2188,Davao Del Sur,7.08294,125.6243
ST-1403,Negros Occidental,10.9597,123.1232
ST-0856,Nueva Ecija,15.6597,120.7637
ST-3178,Batangas,13.8773,121.2137
ST-2529,Davao Del Sur,7.026,125.5051
ST-4016,Bulacan Province,14.810447,121.047478
ST-1502,Metro Manila,14.62321,121.0285
ST-0801,Metro Manila,14.6328,121.08216
ST-4211,Cavite,14.447382,120.943594
ST-3627,Agusan del Sur,8.3805,126.002
ST-2133,Cavite,14.42217,120.93981
ST-1248,Metro Manila,14.6082,120.9879
ST-4402,Pangasinan,16.147,119.9765
ST-3750,Nueva Ecija,15.585314,120.878345
ST-4494,Laguna,14.284821,121.066641
ST-0416,Pampanga,15.1463,120.5946
ST-4971,,0,0
ST-5325,,0,0
ST-5396,,0,0
ST-2467,Cebu,10.31617,123.97869
ST-1996,Albay,13.1501,123.73458
ST-0411,Bulacan,14.8186,120.961
ST-4067,Pampanga,15.010146,120.593788
ST-1444,Metro Manila,14.60525,121.08046
ST-2316,South Cotabato,6.1191,125.18387
ST-2589,Zambales,15.1589,120.05501
ST-4115,,14.132697,121.122898
ST-2596,Iloilo,10.72569,122.52812
ST-4563,Oriental Mindoro,12.355704,121.071475
ST-0226,Metro Manila,14.59906,120.99056
ST-2749,Bukidnon,8.42354,124.81383
ST-3795,Surigao Del Sur,9.7899896,125.4970407
ST-3723,Nueva Ecija,15.303216,120.935178
ST-4082,Cavite,14.361763,120.928168
ST-3529,Metro Manila,14.5714,121.0132
ST-4217,Metro Manila,14.50726,121.053311
ST-3625,ILOILO,10.978195,122.750422
ST-0359,Zambales,14.83865,120.28401
ST-2813,Bulacan,14.7676,121.0108
ST-5198,,0,0
ST-3661,Metro Manila,14.650265,121.114846
ST-0123,Metro Manila,14.65981,121.11304
ST-0087,Cavite,14.4232,120.94231
ST-4059,Mindoro Oriental,12.589,0.01215189
ST-4135,Bulacan,14.93101,120.8875
ST-1961,Davao Del Sur,7.0584,125.5684
ST-4622,Batangas,13.844902,121.237526
ST-2706,Metro Manila,14.55144,120.9815
ST-1307,Cavite,14.32222,120.7704
ST-2809,Negros Occidental,10.4859,123.416
ST-3076,Isabela,17.1202,121.6182
ST-4119,Surigao del Norte,9.540736,125.822902
ST-2776,Bohol,9.55055,123.77223
ST-3590,Metro Manila,14.601506,121.035526
ST-5112,,0,0
ST-4090,Cavite,14.386425,120.901653
ST-4631,Batangas,14.092648,121.016304
ST-3268,Pampanga,15.15925,120.5815
ST-4745,Metro Manila,14.42394342,120.9990376
ST-5154,,0,0
ST-3302,Cebu,10.0569,123.4371
ST-4654,Bulacan,14.97144052,121.0650341
ST-3330,Bukidnon,7.7461,124.7467
ST-3319,Metro Manila,14.6257,120.9783
ST-4866,,0,0
ST-1730,Metro Manila,14.4432,120.99647
ST-3683,Agusan Del Norte,8.970544,125.408602
ST-2777,Bohol,9.6926,123.8632
ST-3013,South Cotabato,6.13481,125.1824
ST-3404,Metro Manila,14.424674,121.037585
ST-3002,Davao Del Sur,7.1276,125.6202
ST-4744,Metro Manila,14.54363922,120.9997056
ST-1345,Metro Manila,14.63106,121.0464
ST-1438,Metro Manila,14.529,121.0709
ST-1108,Metro Manila,14.6466,121.01727
ST-3455,Metro Manila,14.6258,120.9875
ST-4556,Pampanga,14.92653,120.7219
ST-1573,Metro Manila,14.67372,121.0487
ST-1194,La Union,16.2209,120.5037
ST-3542,Misamis Oriental,8.485178,124.65278
ST-2829,Cavite,14.112621,120.9587
ST-3257,Davao De Oro,7.6742,126.0896
ST-1339,Ilocos Norte,18.195,120.591
ST-1025,Ilocos Sur,17.5693,120.3857
ST-1235,Metro Manila,14.65309,120.98472
ST-0854,Camarines Sur,13.634,123.19028
ST-1112,Metro Manila,14.6148,120.99793
ST-0108,Metro Manila,14.63245,121.0599
ST-1253,Nueva Ecija,15.4996159,120.844
ST-1265,Cebu,10.3136,123.8927
ST-3733,Nueva Ecija,15.3047,120.9429
ST-1310,Metro Manila,14.61619,121.05309
ST-0990,Cebu,10.34306,123.91253
ST-0806,Pangasinan,16.0372,120.3472
ST-1041,Metro Manila,14.60046,121.00466
ST-0243,Metro Manila,14.5087,121.03336
